qid,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
920931,13.79,0,13.79,0,6.9,0,6.9,0,0,0,6.9,0,0,0,0,0,0,0,13.79,0,0,13.79,0,0,0,0,0,0,0,6.9
921675,1.16,1.16,0,0,0,0,8.14,0,0,0,2.33,3.49,0,2.33,0,0,1.16,0,9.3,0,3.49,4.65,3.49,0,1.16,0,0,1.16,0,0
921812,2.82,2.82,0,0,0,0,7.04,0,0,0,0,4.23,0,2.82,0,0,0,1.41,12.68,11.27,4.23,1.41,0,0,7.04,11.27,1.41,0,0,0
923171,2.22,2.22,0,0,0,0,6.67,2.22,0,0,2.22,0,0,0,0,0,0,0,2.22,0,2.22,0,0,0,2.22,0,0,0,0,0
923205,3.64,3.64,0,0,0,0,12.73,0,0,0,9.09,5.45,1.82,3.64,0,0,0,0,7.27,0,5.45,3.64,1.82,0,3.64,0,0,0,0,1.82
923870,4.76,2.38,2.38,0,2.38,0,2.38,0,0,0,0,7.14,0,7.14,0,0,0,0,11.9,2.38,4.76,7.14,0,0,7.14,0,0,0,0,2.38
924496,2.35,0,2.35,2.35,0,0,5.88,0,1.18,0,2.35,4.71,1.18,1.18,0,2.35,0,1.18,2.35,1.18,0,0,1.18,0,0,2.35,0,0,0,0
925770,8,8,0,0,0,0,10,6,0,0,6,4,0,2,0,0,2,0,12,6,0,6,0,0,2,10,0,0,0,0
925794,0,0,0,0,0,0,0,0,0,0,0,2.27,2.27,0,0,2.27,0,0,9.09,0,2.27,4.55,0,4.55,2.27,6.82,0,0,0,0
925954,6.25,6.25,0,0,0,0,9.38,0,3.12,0,0,3.12,0,3.12,0,0,0,0,6.25,3.12,3.12,3.12,3.12,0,0,3.12,0,0,0,0
926436,5.48,4.11,1.37,0,1.37,0,9.59,0,0,0,5.48,4.11,1.37,0,0,0,0,2.74,8.22,2.74,1.37,4.11,1.37,0,2.74,4.11,0,0,0,0
926472,14.29,11.43,2.86,2.86,0,0,2.86,0,0,0,0,5.71,0,2.86,0,0,0,2.86,14.29,0,14.29,0,0,0,8.57,0,0,0,0,0
926677,1.52,1.52,0,0,0,0,7.58,0,0,0,0,9.09,1.52,1.52,0,6.06,0,0,3.03,0,0,3.03,0,0,4.55,0,0,3.03,0,0
926990,2.78,2.78,0,0,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,0,5.56,0
927761,0,0,0,0,0,0,5.97,0,0,0,0,1.49,0,1.49,0,0,0,0,1.49,0,1.49,0,1.49,0,4.48,14.93,1.49,0,0,0
928215,6.67,4.44,2.22,0,0,2.22,4.44,0,0,0,2.22,0,0,0,0,0,0,0,4.44,0,2.22,4.44,0,0,0,2.22,2.22,0,2.22,0
928708,4.08,0,4.08,0,2.04,2.04,10.2,0,0,0,0,4.08,0,4.08,0,0,0,0,6.12,2.04,0,4.08,0,0,0,4.08,0,0,0,0
930220,3.85,3.85,0,0,0,0,1.92,0,0,0,1.92,11.54,1.92,5.77,0,1.92,0,1.92,3.85,0,3.85,0,0,0,3.85,3.85,0,0,0,0
930413,0,0,0,0,0,0,11.63,0,0,0,6.98,11.63,0,4.65,0,2.33,2.33,2.33,11.63,2.33,2.33,6.98,0,0,6.98,0,0,0,0,0
932703,7.55,5.66,1.89,0,0,1.89,7.55,0,0,0,0,3.77,0,0,1.89,0,0,1.89,16.98,7.55,11.32,1.89,7.55,1.89,3.77,7.55,0,0,0,0
937061,0,0,0,0,0,0,9.3,0,0,0,2.33,9.3,2.33,0,0,0,4.65,2.33,13.95,0,4.65,6.98,2.33,0,11.63,2.33,0,0,0,0
937427,4.23,2.82,1.41,0,1.41,0,12.68,0,0,0,7.04,8.45,1.41,4.23,0,0,0,2.82,15.49,1.41,4.23,9.86,0,1.41,2.82,0,0,0,0,0
937583,1.89,0,1.89,0,1.89,0,7.55,0,0,0,0,0,0,0,0,0,0,0,9.43,1.89,0,7.55,0,0,1.89,0,0,0,0,1.89
937593,0,0,0,0,0,0,14.58,6.25,0,2.08,0,0,0,0,0,0,0,0,12.5,8.33,0,2.08,2.08,0,0,2.08,0,0,0,0
937710,0,0,0,0,0,0,5.77,3.85,0,0,3.85,5.77,0,1.92,0,1.92,0,1.92,0,0,0,0,0,0,0,3.85,0,0,1.92,0
938110,2.27,0,2.27,0,0,0,0,0,0,0,0,15.91,0,4.55,2.27,0,4.55,4.55,2.27,0,2.27,2.27,0,0,0,0,0,0,0,0
938328,3.57,1.79,1.79,0,1.79,0,7.14,1.79,0,1.79,3.57,3.57,1.79,0,1.79,0,0,0,5.36,1.79,1.79,3.57,0,0,1.79,3.57,0,1.79,0,0
938483,0,0,0,0,0,0,8.47,0,0,0,8.47,6.78,0,3.39,1.69,0,0,3.39,5.08,0,1.69,3.39,0,0,1.69,1.69,0,0,0,0
938500,4.5,2.7,1.8,0.9,0.9,0,10.81,0,1.8,3.6,0,8.11,0,0,1.8,2.7,1.8,5.41,9.91,1.8,0.9,6.31,1.8,0,1.8,0,0,0,0,0.9
938994,0,0,0,0,0,0,3.12,0,0,0,0,1.56,1.56,0,0,0,0,0,3.12,0,1.56,1.56,0,0,0,3.12,0,0,0,0
939372,5,5,0,0,0,0,12.5,0,0,0,0,2.5,0,2.5,0,0,0,0,5,2.5,2.5,0,0,0,0,10,0,0,0,0
940540,2.35,2.35,0,0,0,0,7.06,0,0,0,4.71,2.35,0,2.35,0,0,0,0,7.06,0,0,7.06,0,0,11.76,0,0,2.35,0,0
940541,2.44,2.44,0,0,0,0,9.76,0,0,0,4.88,2.44,0,2.44,0,0,0,0,7.32,4.88,2.44,2.44,0,0,0,0,0,0,2.44,4.88
940659,4.44,4.44,0,0,0,0,2.22,0,0,0,0,11.11,2.22,4.44,2.22,0,4.44,2.22,6.67,4.44,2.22,4.44,0,0,2.22,2.22,0,0,0,0
940799,2.5,0,2.5,0,2.5,0,7.5,0,0,0,7.5,7.5,5,0,0,2.5,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,5
943587,1.27,1.27,0,0,0,0,12.66,0,0,0,2.53,11.39,1.27,0,2.53,6.33,0,5.06,6.33,1.27,0,6.33,0,0,2.53,0,0,0,0,0
943594,0,0,0,0,0,0,6.98,0,0,0,2.33,6.98,0,2.33,0,0,4.65,0,4.65,0,0,4.65,0,0,4.65,0,0,0,0,0
946788,4.44,4.44,0,0,0,0,8.89,0,0,0,0,2.22,0,2.22,0,0,0,0,6.67,2.22,2.22,2.22,0,0,6.67,2.22,0,0,0,0
947682,0,0,0,0,0,0,4.35,0,0,0,0,1.09,0,0,0,0,0,1.09,2.17,2.17,0,0,0,0,4.35,3.26,1.09,0,0,0
948723,3.7,3.7,0,0,0,0,3.7,0,0,0,1.85,1.85,0,0,0,0,1.85,0,11.11,3.7,3.7,3.7,1.85,0,3.7,1.85,0,0,1.85,0
948797,0,0,0,0,0,0,11.11,4.76,0,0,7.94,1.59,0,0,0,0,1.59,0,6.35,3.17,0,3.17,0,0,4.76,1.59,1.59,0,0,0
948829,4.26,4.26,0,0,0,0,8.51,0,0,0,0,6.38,0,6.38,0,0,0,0,8.51,2.13,2.13,4.26,0,0,10.64,0,4.26,0,0,0
949396,1.64,1.64,0,0,0,0,4.92,0,0,0,3.28,3.28,1.64,0,0,0,0,1.64,3.28,1.64,0,1.64,0,0,1.64,3.28,1.64,0,3.28,0
953151,0,0,0,0,0,0,6.45,0,1.61,0,0,0,0,0,0,0,0,0,8.06,6.45,1.61,1.61,0,0,1.61,11.29,0,0,0,0
953863,1.85,1.85,0,0,0,0,0,0,0,0,0,5.56,0,1.85,0,3.7,0,0,3.7,0,0,3.7,0,0,0,1.85,1.85,0,0,0
954657,5.56,3.7,1.85,0,0,1.85,16.67,0,0,0,1.85,14.81,3.7,3.7,3.7,5.56,0,3.7,14.81,0,9.26,3.7,3.7,0,0,0,0,0,0,0
956900,0,0,0,0,0,0,12.9,0,0,0,11.29,11.29,3.23,0,4.84,4.84,1.61,3.23,6.45,1.61,0,4.84,0,0,0,4.84,0,0,0,0
957129,2.33,2.33,0,0,0,0,2.33,0,0,0,0,6.98,2.33,4.65,0,0,0,0,6.98,0,6.98,6.98,2.33,0,4.65,16.28,0,0,0,0
957818,2.7,2.7,0,0,0,0,5.41,0,0,0,0,2.7,2.7,2.7,0,0,0,0,13.51,0,0,10.81,2.7,0,5.41,0,0,0,0,0
958233,0,0,0,0,0,0,2.86,0,0,0,1.9,2.86,1.9,0,0.95,0.95,0,0,7.62,0,0,7.62,0,0,10.48,0,0,0.95,0,0
958311,0,0,0,0,0,0,7.14,3.57,0,0,5.36,0,0,0,0,0,0,0,3.57,1.79,0,1.79,0,0,3.57,1.79,1.79,0,0,1.79
958323,2.5,0,2.5,0,2.5,0,20,2.5,0,0,10,10,0,5,2.5,2.5,0,0,5,2.5,0,2.5,0,0,0,0,0,0,0,0
958779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0
958999,0,0,0,0,0,0,1.56,0,0,0,1.56,3.12,3.12,0,0,0,0,0,9.38,1.56,1.56,6.25,1.56,0,9.38,0,0,1.56,0,0
959589,2.94,0,2.94,0,0,2.94,2.94,0,0,0,2.94,2.94,2.94,0,0,0,0,0,5.88,0,0,5.88,0,0,8.82,0,0,0,0,0
959878,3.49,3.49,0,0,0,0,6.98,0,0,0,1.16,4.65,1.16,0,1.16,2.33,0,0,4.65,0,1.16,0,0,3.49,2.33,1.16,0,0,0,0
959960,0,0,0,0,0,0,2.13,0,2.13,0,0,4.26,2.13,2.13,0,0,0,0,2.13,0,2.13,0,0,0,2.13,0,0,0,0,0
961646,3.64,3.64,0,0,0,0,7.27,0,0,0,0,14.55,9.09,0,0,5.45,0,3.64,3.64,0,3.64,0,3.64,0,0,0,0,0,0,0
962239,0,0,0,0,0,0,5.45,0,0,0,5.45,1.82,1.82,0,0,0,0,0,1.82,0,1.82,0,1.82,0,3.64,20,0,0,0,0
962731,4.65,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,6.98,0,4.65,0,0,0,0,0
963995,0.84,0.84,0,0,0,0,0,0,0,0,0,3.36,0,0,0,0,2.52,0.84,0.84,0,0,0,0.84,0,1.68,4.2,0,0.84,0,0
966698,0,0,0,0,0,0,6.67,2.22,0,0,2.22,2.22,0,2.22,0,0,0,0,2.22,0,2.22,2.22,0,0,4.44,17.78,0,0,0,0
968560,1.69,0,1.69,0,0,0,10.17,0,1.69,0,6.78,13.56,0,3.39,1.69,6.78,0,1.69,6.78,1.69,0,5.08,1.69,0,13.56,0,1.69,0,0,0
968608,2.44,2.44,0,0,0,0,9.76,0,0,0,7.32,0,0,0,0,0,0,0,4.88,0,4.88,0,2.44,0,17.07,0,0,4.88,0,0
970139,8.82,8.82,0,0,0,0,5.88,0,0,0,2.94,11.76,5.88,0,2.94,2.94,2.94,0,11.76,0,5.88,2.94,5.88,0,2.94,0,0,0,0,0
971766,0,0,0,0,0,0,4.26,0,0,0,0,4.26,0,4.26,0,0,0,0,14.89,10.64,6.38,2.13,0,0,10.64,10.64,0,2.13,0,0
972563,0,0,0,0,0,0,10,8,0,0,8,6,0,2,0,2,0,4,10,0,0,10,0,0,0,2,10,0,0,0
973917,2.78,2.78,0,0,0,0,11.11,0,0,0,2.78,2.78,0,2.78,0,0,0,0,13.89,5.56,2.78,0,5.56,0,2.78,2.78,0,0,0,0
975478,3.92,1.96,1.96,1.96,0,0,5.88,1.96,0,0,0,7.84,3.92,1.96,0,0,0,1.96,11.76,1.96,1.96,9.8,0,0,5.88,1.96,1.96,0,0,0
975688,0,0,0,0,0,0,7.5,0,0,0,5,5,0,2.5,0,0,2.5,0,10,2.5,0,5,2.5,0,7.5,0,0,0,0,0
977595,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,2.38,0,0,0,0,2.38,2.38,0,0,0,0,0,7.14,0,0,0,0
978576,0,0,0,0,0,0,7.02,0,1.75,0,5.26,1.75,0,0,0,1.75,0,0,1.75,1.75,0,0,0,0,3.51,0,1.75,0,0,0
979394,0,0,0,0,0,0,8.89,0,0,0,0,4.44,2.22,0,0,0,0,2.22,2.22,0,2.22,0,0,0,2.22,8.89,0,2.22,4.44,0
979727,3.45,3.45,0,0,0,0,11.49,0,0,0,1.15,3.45,0,2.3,0,1.15,0,0,8.05,5.75,1.15,1.15,1.15,0,4.6,1.15,0,0,0,1.15
979731,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
979791,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,4.17,2.08,0,2.08,0,0,0,0,0
980175,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0
980343,2.86,2.86,0,0,0,0,0,0,0,0,0,8.57,0,2.86,0,2.86,0,2.86,5.71,0,0,5.71,0,0,2.86,0,0,0,0,0
981058,0,0,0,0,0,0,6.82,0,0,0,0,2.27,2.27,0,0,0,0,0,2.27,0,0,2.27,0,0,0,0,0,0,0,0
982266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983270,3.23,0,3.23,0,0,3.23,9.68,3.23,0,3.23,6.45,0,0,0,0,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,12.9
984505,2.94,2.94,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0
984809,5.19,3.9,1.3,0,1.3,0,3.9,1.3,0,0,1.3,9.09,2.6,3.9,0,0,0,2.6,10.39,2.6,0,6.49,1.3,0,3.9,0,1.3,2.6,0,0
985414,3.33,3.33,0,0,0,0,8.33,0,0,0,5,1.67,0,1.67,0,0,0,0,5,0,1.67,5,1.67,0,10,5,0,0,0,0
985545,0,0,0,0,0,0,12.5,0,0,0,0,3.12,0,0,0,0,0,3.12,9.38,6.25,0,3.12,0,0,3.12,0,0,0,0,0
985622,0,0,0,0,0,0,2.33,0,0,0,2.33,2.33,0,2.33,0,0,0,0,11.63,0,4.65,6.98,0,0,9.3,0,0,0,0,0
985648,3.33,3.33,0,0,0,0,11.67,1.67,1.67,0,3.33,6.67,0,3.33,0,0,1.67,1.67,10,5,0,5,0,0,0,8.33,1.67,0,0,0
985737,7.41,3.7,3.7,1.85,0,0,9.26,0,0,0,3.7,9.26,3.7,0,0,1.85,3.7,1.85,12.96,1.85,5.56,7.41,1.85,0,9.26,1.85,0,0,0,1.85
985752,3.28,3.28,0,0,0,0,0,0,0,0,0,1.64,0,0,0,1.64,0,0,9.84,0,3.28,6.56,3.28,0,11.48,0,0,0,0,0
985757,1.89,0,1.89,0,1.89,0,15.09,5.66,0,3.77,3.77,5.66,1.89,0,0,0,0,3.77,9.43,5.66,0,3.77,0,0,3.77,3.77,0,1.89,1.89,0
985868,0,0,0,0,0,0,5.13,0,0,0,0,10.26,0,5.13,2.56,0,0,2.56,12.82,5.13,5.13,2.56,0,0,5.13,0,0,0,0,0
985988,2.5,2.5,0,0,0,0,1.25,0,0,0,0,2.5,0,1.25,0,0,0,1.25,10,1.25,5,5,0,0,5,2.5,1.25,1.25,1.25,0
986022,7.84,2.94,4.9,1.96,3.92,0,1.96,0,0,0,0.98,2.94,0,1.96,0,0.98,0,0,10.78,0,3.92,7.84,0.98,0.98,2.94,0,0,0,0,0
986080,3.39,3.39,0,0,0,0,11.86,3.39,0,1.69,3.39,3.39,3.39,0,0,0,0,0,15.25,3.39,8.47,6.78,3.39,0,3.39,5.08,0,0,0,0
986162,0,0,0,0,0,0,5.56,0,0,0,2.78,0,0,0,0,0,0,0,13.89,0,2.78,11.11,0,0,8.33,0,0,0,0,0
986194,6.25,4.17,2.08,0,2.08,0,0,0,0,0,0,8.33,0,6.25,0,0,0,2.08,14.58,2.08,0,12.5,0,0,4.17,0,0,0,0,2.08
986199,0,0,0,0,0,0,13.73,0,0,0,3.92,3.92,0,1.96,0,0,0,1.96,9.8,0,1.96,9.8,0,0,13.73,0,0,0,0,0
986213,0,0,0,0,0,0,18.52,3.7,0,0,0,7.41,7.41,0,0,0,0,0,7.41,0,0,7.41,0,0,0,0,0,0,7.41,0
986242,3.88,3.88,0,0,0,0,1.94,0,0,0,0,1.94,0,0,0,0,1.94,0,1.94,0,0,1.94,0,0,4.85,7.77,0,3.88,0,0
986351,2.6,1.3,1.3,0,0,0,7.79,3.9,0,0,3.9,3.9,1.3,2.6,0,0,0,0,9.09,2.6,0,6.49,0,0,3.9,1.3,1.3,1.3,0,0
986352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33
986411,4.9,0,4.9,0,4.9,0,3.92,0,0,0,0.98,2.94,0,0,0,0,2.94,0,12.75,1.96,0,10.78,0,0,6.86,0,0,0,0,4.9
986420,4.65,4.65,0,0,0,0,11.63,0,0,0,6.98,2.33,2.33,0,0,0,0,0,4.65,2.33,2.33,0,0,0,13.95,2.33,0,0,0,0
986427,8.57,8.57,0,0,0,0,11.43,0,2.86,0,0,0,0,0,0,0,0,0,14.29,5.71,5.71,8.57,2.86,0,8.57,0,0,2.86,0,0
986499,2.27,0,2.27,0,2.27,0,2.27,0,0,0,0,4.55,4.55,0,0,0,0,0,4.55,0,2.27,2.27,2.27,0,4.55,0,0,0,2.27,2.27
986631,4.29,0,4.29,0,4.29,0,10,2.86,0,1.43,7.14,4.29,0,1.43,0,0,0,2.86,5.71,0,1.43,2.86,0,1.43,1.43,0,0,0,0,5.71
986675,2.04,2.04,0,0,0,0,4.08,0,0,0,4.08,2.04,0,2.04,0,0,0,0,4.08,0,0,4.08,0,0,10.2,2.04,0,4.08,2.04,0
986676,0,0,0,0,0,0,11.67,6.67,0,0,3.33,3.33,0,0,0,1.67,0,1.67,5,5,0,0,0,0,0,6.67,5,0,0,1.67
986733,5,5,0,0,0,0,5,0,0,0,0,5,0,2.5,0,0,0,2.5,5,2.5,0,0,0,2.5,0,0,0,0,0,0
986777,0,0,0,0,0,0,12.77,0,0,0,6.38,12.77,6.38,2.13,0,2.13,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0
986792,3.45,3.45,0,0,0,0,6.9,0,0,0,0,3.45,3.45,0,0,0,0,0,13.79,0,6.9,10.34,0,0,3.45,0,0,0,0,0
986793,0,0,0,0,0,0,12.5,2.5,0,0,2.5,2.5,0,0,0,0,0,2.5,15,5,2.5,10,0,0,5,0,0,0,0,0
986819,8.57,8.57,0,0,0,0,17.14,0,0,0,0,2.86,2.86,0,0,0,0,0,8.57,2.86,5.71,0,5.71,0,14.29,0,0,0,0,0
986852,0,0,0,0,0,0,15.38,5.13,0,7.69,5.13,0,0,0,0,0,0,0,10.26,2.56,2.56,7.69,0,0,0,0,0,0,0,0
986883,5.68,2.27,3.41,0,3.41,0,3.41,0,0,0,2.27,2.27,0,1.14,0,1.14,0,0,10.23,0,1.14,9.09,1.14,0,6.82,1.14,0,0,0,3.41
986924,0,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,0,4,2,0,2,0,0,6,0,2,0,0,0
986932,5.77,5.77,0,0,0,0,15.38,0,0,0,9.62,0,0,0,0,0,0,0,9.62,0,0,9.62,0,0,5.77,1.92,0,0,0,0
987059,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,6.45,0,3.23,1.61,1.61,0,6.45,0,0,0,0,0
987326,0,0,0,0,0,0,9.09,0,3.03,1.52,3.03,6.06,3.03,1.52,0,0,0,1.52,9.09,6.06,0,1.52,1.52,0,0,7.58,0,0,0,0
987892,7.55,7.55,0,0,0,0,3.77,0,0,0,0,11.32,0,0,3.77,1.89,0,5.66,7.55,1.89,0,3.77,1.89,0,1.89,11.32,0,0,0,0
987944,11.9,4.76,7.14,2.38,0,2.38,9.52,2.38,0,2.38,2.38,7.14,2.38,0,0,2.38,2.38,2.38,7.14,4.76,0,0,2.38,0,0,0,0,0,0,0
987961,8.06,8.06,0,0,0,0,14.52,0,0,0,3.23,8.06,1.61,1.61,0,1.61,1.61,1.61,3.23,1.61,1.61,0,0,0,1.61,1.61,0,0,0,0
988030,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0
988033,8.7,4.35,4.35,0,4.35,0,13.04,2.17,0,0,6.52,10.87,0,0,4.35,2.17,2.17,6.52,15.22,6.52,0,8.7,0,0,0,0,0,0,2.17,0
988034,5.45,1.82,3.64,0,3.64,0,1.82,0,0,0,1.82,3.64,1.82,0,0,1.82,0,0,3.64,0,0,3.64,0,0,1.82,0,0,1.82,0,1.82
988035,6.82,6.82,0,0,0,0,4.55,0,0,0,0,4.55,0,2.27,0,2.27,0,0,6.82,4.55,0,2.27,0,0,9.09,6.82,0,0,0,0
988055,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,14.81,0,0,7.41,0,0
988066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0
988112,3.45,1.15,2.3,1.15,0,0,6.9,0,0,0,2.3,12.64,2.3,1.15,5.75,2.3,0,2.3,9.2,0,4.6,4.6,0,1.15,3.45,3.45,0,0,3.45,0
988117,10.81,5.41,5.41,0,0,0,10.81,5.41,0,5.41,5.41,2.7,2.7,0,0,2.7,0,0,18.92,8.11,0,2.7,2.7,5.41,2.7,2.7,0,2.7,0,0
988122,0,0,0,0,0,0,3.85,1.92,0,0,1.92,9.62,0,1.92,0,0,1.92,5.77,7.69,1.92,0,5.77,0,0,3.85,1.92,3.85,0,0,1.92
988142,2.04,2.04,0,0,0,0,2.04,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,6.12,0,0,0,0
988155,2.63,2.63,0,0,0,0,5.26,0,0,0,0,13.16,0,10.53,0,0,0,2.63,10.53,2.63,7.89,2.63,2.63,0,10.53,10.53,0,2.63,0,0
988319,0,0,0,0,0,0,4.41,0,0,0,0,4.41,0,0,0,1.47,2.94,0,7.35,1.47,1.47,4.41,0,0,5.88,1.47,0,0,0,0
988551,0,0,0,0,0,0,3.03,0,0,0,3.03,3.03,1.52,0,0,1.52,0,1.52,1.52,0,0,1.52,0,0,3.03,0,0,0,0,0
988562,0,0,0,0,0,0,26.51,7.23,0,6.02,12.05,4.82,1.2,0,0,1.2,0,2.41,10.84,4.82,0,2.41,3.61,0,1.2,1.2,0,0,0,0
988571,4.88,2.44,2.44,0,0,0,2.44,0,0,0,0,2.44,0,0,0,0,0,2.44,7.32,0,0,7.32,0,0,2.44,2.44,0,0,0,0
988573,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,0,3.85,0,0,0,3.85,0,3.85,0,0,0
988580,4.84,0,4.84,0,0,0,6.45,0,0,0,1.61,1.61,0,1.61,0,0,0,0,4.84,1.61,1.61,1.61,0,0,0,11.29,0,0,1.61,0
988594,0,0,0,0,0,0,12.82,0,2.56,0,5.13,12.82,2.56,2.56,2.56,0,0,5.13,17.95,5.13,0,12.82,0,0,12.82,0,2.56,0,5.13,0
988603,0,0,0,0,0,0,16.22,1.35,0,0,9.46,6.76,2.7,1.35,1.35,0,1.35,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0
988605,1.92,1.92,0,0,0,0,1.92,0,0,0,1.92,0,0,0,0,0,0,0,5.77,0,3.85,3.85,0,0,0,0,1.92,3.85,0,0
988614,1.67,1.67,0,0,0,0,5,0,0,0,1.67,1.67,0,0,0,0,0,1.67,6.67,0,5,3.33,0,0,1.67,0,1.67,6.67,0,0
988643,1.96,1.96,0,0,0,0,7.84,0,0,0,3.92,1.96,1.96,0,0,0,0,0,11.76,1.96,1.96,9.8,0,0,7.84,1.96,0,0,0,0
988653,5.36,0,5.36,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,1.79,0,0,0,0,3.57
988663,0,0,0,0,0,0,7.84,0,0,0,1.96,1.96,0,1.96,0,0,0,0,13.73,3.92,1.96,7.84,1.96,0,11.76,1.96,0,0,0,0
988676,0,0,0,0,0,0,3.57,0,0,0,0,17.86,7.14,7.14,3.57,0,0,3.57,7.14,0,0,7.14,0,0,3.57,0,0,0,0,0
988766,3.12,3.12,0,0,0,0,7.81,0,0,0,3.12,4.69,1.56,1.56,0,0,0,1.56,7.81,0,1.56,3.12,3.12,0,0,1.56,0,0,0,0
988768,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,5.88,0,0,5.88,0,0,0,2.94,2.94,0,5.88,0
988787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,0,9.84,0,0,3.28,0,0,0,0,0
988811,0,0,0,0,0,0,8.33,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
988820,6.67,6.67,0,0,0,0,2.22,0,0,0,2.22,4.44,2.22,0,0,0,2.22,0,2.22,0,2.22,2.22,2.22,0,0,6.67,0,0,0,0
988838,5.71,0,5.71,0,5.71,0,5.71,0,0,0,2.86,5.71,5.71,0,0,0,0,0,22.86,0,14.29,14.29,2.86,0,2.86,0,0,0,0,0
988843,1.01,1.01,0,0,0,0,2.02,0,0,0,0,3.03,0,1.01,0,2.02,0,1.01,2.02,1.01,0,1.01,0,0,4.04,1.01,0,0,0,0
988911,0,0,0,0,0,0,0,0,0,0,0,3.85,0,1.92,0,1.92,0,0,11.54,0,0,11.54,0,0,9.62,0,0,1.92,0,0
988915,0,0,0,0,0,0,4.08,0,0,0,0,4.08,2.04,2.04,0,0,0,0,12.24,2.04,0,8.16,2.04,0,8.16,2.04,0,0,0,0
988922,4.88,4.88,0,0,0,0,4.88,0,0,0,0,4.88,2.44,2.44,0,0,0,0,17.07,2.44,2.44,12.2,2.44,0,12.2,0,0,2.44,0,0
988954,10.61,3.03,7.58,3.03,0,0,7.58,0,0,3.03,3.03,15.15,4.55,3.03,4.55,1.52,3.03,0,3.03,0,0,3.03,0,0,0,0,0,0,3.03,1.52
989094,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0
989144,2.63,2.63,0,0,0,0,5.26,0,2.63,0,0,7.89,5.26,2.63,0,0,0,0,2.63,2.63,0,0,0,0,10.53,2.63,0,0,0,2.63
989147,0,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,13.04,6.52,6.52,6.52,0,0,13.04,6.52,0,0,0,0
989154,1.92,0.96,0.96,0,0.96,0,9.62,0,0,0,2.88,7.69,2.88,1.92,0,2.88,0.96,0.96,7.69,0.96,1.92,3.85,1.92,0,3.85,1.92,0,0,3.85,0
989188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,12.5,6.25,0,0,0,0
989205,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
989217,3.51,3.51,0,0,0,0,3.51,0,0,0,0,3.51,0,1.75,0,0,1.75,0,0,0,0,0,0,0,3.51,3.51,0,1.75,0,0
